Make,Model,Buyer Gender,Buyer Age,Country,City,Color,New Car,Purchase Date,Sale Price,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Infiniti,FX,Male,34,Syria,Bayt Yāshūţ,Indigo,FALSE,26/12/2015,24036.17,14120.72,0.24,166.7,10.3
Hyundai,Tucson,Male,36,Indonesia,Tlogoagung,Green,TRUE,27/03/2014,89243.87,21055.47,0.08,212.1,9.7
Chevrolet,Malibu,Female,46,Czech Republic,Všetaty,Turquoise,TRUE,05/03/2003,33102.06,32597.63,0.1,145.9,7
Isuzu,Hombre,Female,31,United States,Kansas City,Khaki,TRUE,30/11/2014,81288.64,30360.05,0.09,157.2,7
Chevrolet,Monte Carlo,Male,38,China,Lishu,Purple,FALSE,12/05/2006,48975.76,31943.36,0.07,170.1,13.5
Volvo,S60,Female,68,Netherlands,Breda,Goldenrod,FALSE,30/12/2015,59723.38,45711.71,0.18,153.9,8.5
Volkswagen,GTI,Female,23,China,Xiangfeng,Mauv,FALSE,04/03/2004,73238.38,49538.97,0.03,129.6,6.4
Cadillac,Catera,Male,38,China,Heshang,Pink,FALSE,20/07/2016,98037.92,44414.52,0.24,187.8,9.5
Isuzu,Trooper,Male,60,Macedonia,Студеничани,Blue,FALSE,20/05/2009,39298.22,44555.59,0.19,233,12.9
Chevrolet,Monte Carlo,Female,26,Czech Republic,Sadská,Yellow,TRUE,27/08/2004,51743.84,33906.47,0.07,224.5,7.9
Mitsubishi,Montero,Male,57,Brazil,Itapaci,Purple,TRUE,12/08/2009,40458.01,16642.56,0.24,215.2,7.9
Pontiac,Grand Prix,Female,49,China,Zhanqian,Violet,TRUE,20/12/2019,27982.22,30535.89,0.02,196.9,3
Buick,LeSabre,Female,52,Indonesia,Wolomarang,Orange,TRUE,10/01/2007,58939.52,42809.17,0.04,153.2,4.6
Plymouth,Voyager,Male,54,Indonesia,Lubukgadang,Maroon,FALSE,07/09/2011,82923.35,8217.63,0.18,149.4,5.5
Porsche,Boxster,Female,40,China,Dayuan,Purple,FALSE,02/12/2020,69503.04,8001.88,0.12,216.6,9.2
Mitsubishi,Chariot,Male,71,Albania,Saraqinishtë,Blue,FALSE,18/07/2019,23149.42,33247.6,0.04,135.6,6.3
Mercedes-Benz,300E,Male,59,Chile,Nacimiento,Yellow,TRUE,27/03/2013,43296.72,10100.67,0.07,145.9,3
Merkur,XR4Ti,Female,53,Chile,Pitrufquén,Pink,FALSE,25/05/2014,76790.84,28524.07,0.22,197.6,3
Volvo,S60,Female,74,Belgium,Gent,Puce,TRUE,29/03/2019,18794.01,31470.92,0.04,186.2,7.9
Mercedes-Benz,SLK-Class,Male,26,Laos,Pakxong,Purple,FALSE,02/07/2019,44207.61,3274.58,0.09,241.1,8.7
Subaru,Loyale,Female,75,Sweden,Umeå,Maroon,FALSE,14/04/2002,58424.91,45161.78,0.02,189.6,10.7
Mazda,Protege,Female,66,Mexico,El Porvenir,Maroon,FALSE,20/07/2005,85846.71,16933.83,0.14,249.3,10.3
Oldsmobile,Bravada,Male,39,Myanmar,Kyaiklat,Fuscia,FALSE,23/10/2015,45597.61,22573.08,0.1,198.2,6.3
Subaru,Justy,Male,29,Tanzania,Geita,Indigo,TRUE,05/02/2010,82870.37,24308.35,0.16,242.9,4.7
BMW,645,Male,32,Brazil,Jacaraú,Green,TRUE,18/11/2016,50250.7,3526.58,0.19,248.9,9.2
Subaru,Impreza,Male,73,Poland,Olsztynek,Violet,FALSE,14/04/2002,79628.36,17204.79,0.2,218.7,6.7
Ford,Explorer Sport,Female,25,China,Heshang,Maroon,TRUE,28/12/2006,98236.59,31354.21,0.17,242.3,5.3
Ford,Explorer Sport Trac,Male,68,Poland,Dębno,Pink,TRUE,03/01/2014,62113.21,42005.02,0.2,223.1,3.6
Chevrolet,TrailBlazer,Female,43,Macedonia,Богданци,Yellow,FALSE,31/01/2003,31212.71,41843.93,0.24,179.5,12.6
Mercedes-Benz,M-Class,Male,34,China,Baojia,Fuscia,FALSE,15/05/2003,68089.83,42578.98,0.13,222.4,2.5
Infiniti,I,Male,56,Comoros,Hajoho,Teal,FALSE,14/02/2015,12693.79,10760.61,0.06,216.2,7.2
Buick,Rainier,Female,66,France,Tassin-la-Demi-Lune,Blue,TRUE,21/04/2008,47224.48,15079.34,0.07,169.9,12.8
Volkswagen,Passat,Female,53,China,Guiping,Puce,TRUE,04/01/2008,27386.12,25718.88,0.03,221.8,13.7
Cadillac,DTS,Female,45,Indonesia,Krajan Satu,Pink,TRUE,28/03/2007,17354.06,48734.39,0.21,222.3,6.3
Audi,Allroad,Female,49,China,Yuqi,Violet,TRUE,01/04/2016,64264.8,20249.28,0.21,189.3,9.9
Dodge,Viper,Female,74,Argentina,San Salvador de Jujuy,Aquamarine,TRUE,01/01/2016,80755.66,37146.43,0.14,145.6,8
Chevrolet,Express,Female,26,Kenya,Nanyuki,Teal,FALSE,10/02/2006,65546.79,2577.75,0.11,193.9,3.8
Scion,tC,Male,64,China,Shengshan,Crimson,FALSE,28/06/2018,77772.75,18079.61,0.15,151.7,4.6
Nissan,Titan,Male,34,Portugal,Mértola,Puce,FALSE,02/08/2006,22185.51,23978.91,0.11,208,11
Oldsmobile,Cutlass Cruiser,Male,43,Indonesia,Kedungasem,Violet,TRUE,18/01/2010,15276.28,44838.88,0.2,161.4,11.8
GMC,Sierra 2500,Female,33,Philippines,Camp Flora,Puce,FALSE,07/06/2020,97960.69,43111.13,0.12,194.1,3.2
Lamborghini,Murciélago,Female,63,China,Gongfang,Crimson,TRUE,21/11/2006,67013.34,2124.01,0.11,170.9,9.7
Lexus,IS-F,Male,68,Indonesia,Tebluru,Yellow,FALSE,14/10/2004,11472.14,21616.71,0.22,195.2,3
Cadillac,Seville,Female,27,Chile,Illapel,Pink,TRUE,18/03/2012,30019.21,3957.79,0.03,120.7,8.7
Volvo,C30,Male,70,China,Hongwei,Khaki,TRUE,01/06/2016,86420.52,40194.51,0.24,140.4,2.6
Mercury,Cougar,Male,21,Peru,Acopampa,Turquoise,FALSE,11/09/2017,37581.52,47617.24,0.01,142.3,2.8
Acura,RDX,Female,31,Armenia,Myasnikyan,Orange,FALSE,29/05/2016,76447.96,17949.66,0.18,159.2,6.3
Lotus,Elise,Male,51,China,Qinggang,Green,TRUE,16/05/2004,76525.6,33635.22,0.05,180,6.5
Chrysler,300C,Female,57,Brazil,Marau,Orange,TRUE,22/08/2012,87879.52,6716.95,0.11,222.2,8.9
Suzuki,SX4,Male,43,Ukraine,Stepove,Teal,FALSE,16/08/2006,15155.23,41677.74,0.21,224.7,5.6
Suzuki,Sidekick,Female,58,South Africa,Pongola,Aquamarine,FALSE,05/03/2007,51268.68,36231.87,0.05,164.8,12.3
BMW,6 Series,Male,38,Philippines,Pata,Mauv,FALSE,18/11/2018,13909.18,37702.33,0.13,144.3,10.7
BMW,550,Female,72,United States,Nashville,Goldenrod,FALSE,26/07/2009,80720.67,47518.7,0.09,153.6,9.6
Mitsubishi,Montero Sport,Male,36,Albania,Gjirokastër,Puce,FALSE,23/07/2012,52489.96,4532.48,0.22,201.3,6.6
Volvo,S60,Female,39,Philippines,Lunao,Violet,FALSE,20/06/2005,59350.65,2549.58,0.22,228.5,13.4
Honda,Civic,Male,62,Philippines,Lagayan,Turquoise,TRUE,16/07/2005,21975.68,7620.78,0.14,213.8,12.5
Chevrolet,Express 1500,Male,72,Colombia,Distracción,Turquoise,TRUE,03/09/2018,32772.32,5322.2,0.12,150.5,8.5
Dodge,Daytona,Female,29,Poland,Żółkiewka,Yellow,FALSE,28/12/2016,94372.75,20879.88,0.2,137.4,11.3
Isuzu,Trooper,Female,29,Albania,Barmash,Mauv,TRUE,08/12/2002,28868.84,27206.37,0.04,134.1,13
Mercedes-Benz,C-Class,Female,61,China,Guanba,Goldenrod,TRUE,15/07/2004,26445.62,10724.81,0.02,158.6,10.9
Ford,Escort,Male,73,China,Liangkou,Orange,TRUE,03/06/2004,46474.24,30503.24,0.21,149.9,6.7
Jaguar,XK Series,Female,23,Poland,Gózd,Aquamarine,TRUE,11/11/2002,96620.28,39084.91,0.13,174.6,5.8
Honda,Accord,Male,53,Indonesia,Rendeng,Fuscia,FALSE,17/06/2009,74052.1,7216.55,0.03,249.5,12
Hyundai,Accent,Male,61,China,Shazi,Red,FALSE,09/08/2017,91449.84,5806.05,0.09,146,2.7
Ford,F350,Male,52,Argentina,Río Ceballos,Red,TRUE,14/01/2019,66461.55,36256.72,0.18,229.3,8.8
Toyota,RAV4,Male,49,Canada,Sainte-Anne-des-Monts,Khaki,FALSE,12/08/2011,86772.68,19362.41,0.13,187.8,6.5
Pontiac,Sunfire,Male,63,Japan,Okayama-shi,Crimson,TRUE,24/05/2007,16767.7,26991.08,0.03,236,7.9
Mazda,Familia,Male,40,Guatemala,El Chol,Mauv,FALSE,04/03/2006,15998.76,41183.01,0.23,201.1,3.7
GMC,Yukon XL 1500,Female,29,Bosnia and Herzegovina,Bužim,Orange,FALSE,09/02/2016,84746.1,38899.42,0.25,239,15
Mitsubishi,Diamante,Female,24,Portugal,Monte Leite,Orange,FALSE,23/01/2002,30089.79,48508.61,0.21,225.2,8
Toyota,Solara,Male,39,Poland,Brzeg Dolny,Blue,FALSE,24/06/2011,11599.02,25410.91,0.2,136.8,2.6
Ford,Econoline E250,Female,58,Russia,Froly,Pink,TRUE,08/10/2016,52454.4,35381.34,0.25,249.3,6.5
Infiniti,G37,Male,20,France,Clermont-Ferrand,Indigo,FALSE,24/11/2002,77791.65,2017.83,0.04,131.6,12.3
Pontiac,Firebird,Female,20,Greece,Sérvia,Goldenrod,FALSE,13/09/2005,99841.02,35832.07,0.24,165.9,4.5
Lincoln,Navigator,Female,63,China,Meishan,Yellow,TRUE,04/09/2002,59860.38,31293.38,0.23,241.4,6.8
Aston Martin,DB9,Male,42,China,Jidong,Yellow,TRUE,09/12/2020,76225.42,3654.36,0.18,166.8,6.7
Toyota,Tacoma,Male,50,China,Gaojialing,Blue,TRUE,13/12/2019,24916.89,40585.4,0.03,232.3,8.7
Mitsubishi,Outlander,Female,71,Russia,Goyty,Maroon,TRUE,01/12/2020,11319.87,29570.32,0.03,244.8,11.4
Toyota,Previa,Male,61,Indonesia,Kiraman,Teal,TRUE,24/02/2014,36330.31,45423.88,0.14,229.4,8.7
Volkswagen,Eurovan,Male,39,Honduras,Buenos Aires,Goldenrod,TRUE,29/05/2008,95647.94,25442.08,0.07,191.5,2.2
Geo,Prizm,Male,53,Japan,Kōriyama,Blue,FALSE,02/06/2019,17495.05,24705.33,0.12,135.6,11.1
Suzuki,Equator,Male,68,Libya,Zalţan,Red,FALSE,22/04/2013,33854.73,44509.61,0.19,145.3,7.3
Dodge,Viper,Male,26,Croatia,Sarvaš,Blue,FALSE,03/02/2017,92036.18,26825.87,0.06,223.9,8.3
GMC,Sonoma,Female,23,Brazil,Abaeté,Indigo,TRUE,19/03/2015,99744.76,17486.14,0.07,208.7,10.4
Subaru,Impreza,Female,38,Portugal,Vila Nova de Santo André,Purple,TRUE,21/12/2017,44607.23,30376.91,0.14,129.7,2.7
Plymouth,Neon,Male,69,Portugal,Várzea da Serra,Yellow,TRUE,10/10/2005,41145.72,20513.68,0.18,165.8,7
Volvo,S80,Male,21,Vietnam,Phú Vang,Khaki,FALSE,16/09/2007,92307.64,3627.96,0.1,176,4.2
Chevrolet,Lumina APV,Male,22,Argentina,Comodoro Rivadavia,Khaki,TRUE,23/08/2003,89333.66,41836.79,0.13,152.9,7.7
Chevrolet,Avalanche,Female,35,Egypt,Ziftá,Violet,TRUE,15/02/2005,89355.02,18551,0.17,226,4.6
Subaru,Legacy,Female,59,Croatia,Marina,Fuscia,FALSE,18/04/2016,31281.27,20390.42,0.21,149.3,6.1
Lexus,IS F,Male,29,Poland,Kleszczów,Purple,FALSE,14/08/2019,74670.48,7294.73,0.16,245,6.9
Chevrolet,Sonic,Female,67,United Kingdom,Milton,Goldenrod,FALSE,17/03/2013,55559.2,41655.84,0.1,179.6,11.3
Chrysler,Town & Country,Female,32,China,Kuishan,Green,TRUE,13/04/2013,72528.85,8213.62,0.01,142.9,8.3
Chevrolet,Suburban 1500,Female,20,Indonesia,Ngancar,Violet,FALSE,13/01/2015,32426.54,8193.7,0.22,181.3,4.2
Ford,E-Series,Male,21,China,Xishaping,Turquoise,FALSE,10/01/2010,72389.94,24598.91,0.24,230.9,5.8
Honda,Civic,Male,57,Indonesia,Kebloran,Mauv,TRUE,18/04/2010,65998.24,31311.26,0.24,135.2,7.5
Buick,LeSabre,Male,23,China,Yunxian Chengguanzhen,Maroon,TRUE,17/08/2005,69028.94,9692.19,0.09,194.9,6
Nissan,Titan,Male,36,China,Danglang Hudong,Goldenrod,TRUE,21/05/2017,10426.88,25029.37,0.11,198.6,12
Mercedes-Benz,SL-Class,Male,54,Portugal,Lemenhe,Orange,FALSE,01/10/2016,99834.82,11280.49,0.19,165,6.3
Chrysler,Pacifica,Female,39,Poland,Ryglice,Indigo,TRUE,28/04/2018,85899.85,40587.03,0.2,246.1,6.4
Audi,S4,Female,54,Indonesia,Sidamukti,Mauv,TRUE,12/06/2006,87620.01,46790.82,0.05,170,11.4
Mazda,Miata MX-5,Male,59,Indonesia,Sukadami,Khaki,TRUE,30/10/2005,74264.28,30074.55,0.09,128.1,12.1
Nissan,Maxima,Male,44,Syria,Mahīn,Mauv,FALSE,08/08/2010,76427.63,29724.76,0.22,240.8,9.5
Citroën,CX,Female,41,China,Kesheng,Pink,TRUE,09/09/2008,84277.34,8104.89,0.13,177.3,12
Mazda,929,Male,61,Costa Rica,La Asunción,Red,TRUE,04/06/2005,53930.4,42446.94,0.15,127.5,2.8
Mercedes-Benz,500E,Female,70,Brazil,Paiçandu,Mauv,TRUE,21/12/2010,80842.29,25545.8,0.1,146.2,9.5
Oldsmobile,Aurora,Female,64,Philippines,Kinalansan,Blue,TRUE,27/05/2019,35767.83,11844.47,0.03,146.3,4.3
Ford,Explorer Sport Trac,Female,31,Czech Republic,Lukavice,Aquamarine,FALSE,10/10/2013,60704.02,15525.19,0.16,235.4,12.6
Spyker,C8,Male,54,Russia,Kolomyagi,Maroon,FALSE,26/10/2012,15748.7,5847.64,0.02,208.3,12.9
Bentley,Continental GTC,Male,50,Portugal,Póvoa,Aquamarine,TRUE,06/08/2002,97820.23,23821.56,0.17,230.9,9.3
Bentley,Arnage,Female,40,Croatia,Krapina,Pink,TRUE,20/11/2019,94174.51,40747.32,0.03,141.4,10.9
Volvo,C70,Male,51,Poland,Glinojeck,Purple,TRUE,13/01/2015,35933.12,39959.06,0.15,212.8,8.2
Mitsubishi,Excel,Female,75,Slovenia,Kozje,Aquamarine,TRUE,21/03/2007,95519.63,44158.51,0.06,146.6,14.9
BMW,330,Male,28,Azerbaijan,Goranboy,Maroon,FALSE,02/11/2005,54993.63,15771.82,0.08,173.7,11.8
Ford,Explorer Sport Trac,Female,52,Russia,Yamkino,Aquamarine,FALSE,04/05/2016,57845.84,32011.97,0.1,231.7,8.5
Ford,ZX2,Male,50,Zimbabwe,Shamva,Red,FALSE,06/09/2009,61378.47,34258.42,0.12,233.8,7.5
Hyundai,Veracruz,Male,37,Russia,Kargasok,Maroon,FALSE,06/08/2010,54739.81,25775.09,0.02,184.8,5.4
Toyota,Xtra,Female,72,Afghanistan,Adraskan,Teal,FALSE,03/02/2007,16381.47,34692.53,0.2,143.1,7.5
Hyundai,Tiburon,Male,32,Philippines,Banayoyo,Teal,FALSE,09/03/2006,54647.26,14665.46,0.2,221.5,13.1
Mercedes-Benz,SLR McLaren,Female,35,Brazil,Pirassununga,Goldenrod,FALSE,12/08/2017,43620.73,23461.1,0.08,127.2,13.7
Land Rover,Discovery Series II,Male,55,Slovenia,Laško,Blue,FALSE,18/10/2014,10111.17,21171.99,0.18,163.2,7.1
Mercedes-Benz,GL-Class,Male,33,Vietnam,Quảng Yên,Yellow,FALSE,18/03/2017,67761.84,32117.99,0.12,189.7,3.3
Kia,Mentor,Female,66,China,Donghai,Maroon,TRUE,11/01/2020,23826.21,48597.92,0.12,150.7,8.3
Chevrolet,Cavalier,Female,47,China,Jishan,Khaki,FALSE,24/04/2017,85116.41,22534.47,0.23,229.6,9.8
Mitsubishi,Challenger,Female,59,United States,Grand Rapids,Indigo,TRUE,02/02/2011,78030.58,33068.68,0.04,195.9,5.2
Lexus,IS,Female,73,Russia,Maloye Verevo,Yellow,TRUE,20/03/2003,82380,21556.16,0.06,217.8,11.6
Cadillac,SRX,Male,42,Botswana,Gobojango,Yellow,FALSE,04/12/2003,55341.23,25114.73,0.03,194.7,4.8
BMW,M5,Male,31,Philippines,Bigaa,Mauv,FALSE,09/02/2015,83640.81,48060.29,0.12,168.7,7.4
Nissan,Maxima,Female,21,Malaysia,Kuching,Orange,FALSE,07/01/2019,20720.01,25150.33,0.24,126.9,9
Jaguar,XJ Series,Female,42,China,Wenhe,Red,TRUE,30/01/2006,87639.71,4146.97,0.04,190.2,13.7
Subaru,Forester,Female,34,Colombia,Cáceres,Yellow,FALSE,23/08/2020,68809.89,20897.65,0.15,242.1,8.5
Land Rover,LR3,Male,50,Germany,Leipzig,Aquamarine,FALSE,28/01/2013,62272.97,19958.95,0.1,195.9,6.3
Chevrolet,Monte Carlo,Male,67,Argentina,San Miguel de Tucumán,Goldenrod,TRUE,04/02/2015,38244.59,19444.47,0.11,202.1,8.8
Ford,Thunderbird,Male,31,Poland,Boguchwała,Blue,TRUE,15/03/2010,39057.12,20641.84,0.2,173.3,13
Pontiac,Bonneville,Female,41,Indonesia,Parabon,Yellow,FALSE,16/06/2003,29239.24,17356.17,0.25,228.8,11.1
Hyundai,Sonata,Male,35,China,Hukeng,Orange,FALSE,04/11/2019,29355.57,46162.81,0.13,134.4,6.3
BMW,X6,Female,46,Indonesia,Maguan,Orange,FALSE,22/01/2004,49970.76,26076.68,0.15,129.6,5.2
Nissan,Xterra,Male,62,Philippines,Bitin,Pink,FALSE,30/09/2004,41242.63,49943.54,0.05,123,12.6
Ford,F250,Male,38,Poland,Rokietnica,Yellow,FALSE,19/11/2004,76129.19,30605.37,0.09,182,8.3
Lexus,IS,Male,61,Malawi,Rumphi,Turquoise,TRUE,11/01/2008,88873.13,25934.79,0.08,221.5,3.5
Chevrolet,Corvette,Male,75,Vanuatu,Port-Vila,Aquamarine,TRUE,01/09/2011,49845.04,10197.65,0.07,140.1,4.6
Ford,Tempo,Female,22,China,Chenfangji,Yellow,TRUE,04/03/2005,18230.07,30310.84,0.2,241.7,13.2
Chevrolet,Aveo,Female,73,China,Lingmen,Turquoise,TRUE,05/10/2010,24522.26,32612.47,0.07,229.6,15
Saturn,S-Series,Male,63,China,Beichengqu,Maroon,TRUE,19/07/2004,91936.65,18088.58,0.03,167.3,14.1
Mercedes-Benz,C-Class,Male,33,Thailand,Ban Phan Don,Orange,TRUE,24/06/2020,87577.37,22446.26,0.02,221.6,8.4
Pontiac,Firebird,Female,47,Portugal,Sezures,Orange,FALSE,09/12/2014,87842.81,30909.35,0.11,134,6.9
Ferrari,612 Scaglietti,Male,45,Portugal,Monte da Chaminé,Crimson,FALSE,29/01/2003,97099.51,43457.89,0.05,148,9.2
Chevrolet,Tahoe,Male,35,China,Xincun,Puce,TRUE,14/08/2011,47999.79,12840.44,0.08,207.8,11.4
Volvo,S80,Male,31,Sweden,Askim,Puce,FALSE,24/02/2002,85468.48,15323.84,0.01,140.4,14.2
BMW,530,Male,42,Indonesia,Keputran,Crimson,FALSE,31/05/2003,80959.11,45419.26,0.13,223.2,2.9
GMC,Sierra 2500,Female,27,China,Chang’an,Mauv,TRUE,09/11/2002,98077.42,20343.14,0.06,243.6,10.4
BMW,X5,Female,66,Chad,Bokoro,Aquamarine,FALSE,07/04/2003,62710.07,6740.63,0.08,201.2,3.5
Dodge,Grand Caravan,Male,23,Philippines,San Antonio,Pink,TRUE,03/11/2004,49441.8,32107.23,0.16,249.8,5.8
Honda,Ridgeline,Female,32,Peru,Saposoa,Goldenrod,FALSE,21/03/2013,27840.66,3503.68,0.05,219.5,4.6
Mazda,Protege,Female,52,Vietnam,Thị Trấn Quế,Orange,FALSE,10/10/2008,62384.57,27047.03,0.15,221.1,3.2
Chevrolet,Express,Female,33,China,Futian,Orange,TRUE,28/05/2013,64779.7,10202.16,0.11,246.4,12.5
Volkswagen,GTI,Female,41,Malaysia,Johor Bahru,Khaki,FALSE,05/05/2010,61703.55,6016.87,0.23,213,4.8
Chevrolet,Cobalt SS,Male,52,Indonesia,Sidorejo,Violet,TRUE,29/01/2007,60283.84,43632.76,0.14,186.1,12.6
Ford,Bronco,Male,72,Russia,Engel’s,Mauv,TRUE,13/06/2016,18284.81,35247.34,0.24,240.5,9
Mazda,Mazda6,Female,39,Albania,Shezë,Turquoise,FALSE,07/01/2004,10023.85,34125.8,0.2,246.3,13.1
Buick,Regal,Male,70,Indonesia,Pulosari,Turquoise,FALSE,23/01/2011,33056.41,44168.59,0.03,249.9,9
Nissan,Quest,Male,28,Russia,Budenovetc,Teal,FALSE,12/06/2004,22554.81,4766.31,0.02,199.8,10.7
Hyundai,Veracruz,Male,57,Peru,Granada,Teal,FALSE,21/03/2018,47585.4,36482.35,0.09,190.4,10.8
Suzuki,SX4,Male,20,Yemen,Al Ḩazm,Blue,FALSE,01/02/2011,64466.8,45336.66,0.04,228.3,14.8
Dodge,Ram Van 1500,Male,34,Brazil,Águas de Lindóia,Blue,TRUE,26/04/2011,73508.17,46054.88,0.13,192.8,3.3
Mazda,RX-7,Male,50,Vietnam,Sơn Tây,Orange,FALSE,07/12/2018,85516.78,14136.87,0.18,219.4,2.1
Buick,Enclave,Male,54,Marshall Islands,Lae,Khaki,TRUE,24/10/2011,27687.36,5941.32,0.25,165.6,8.2
Ford,Ranger,Female,52,Finland,Tornio,Blue,TRUE,19/04/2004,69298.73,41643.12,0.07,157.1,14.8
Ford,Excursion,Female,20,China,Liulin,Red,FALSE,13/06/2006,77182.62,17073.47,0.13,192,12.9
Dodge,Avenger,Male,66,Indonesia,Karangparwa,Red,FALSE,10/09/2015,47819.14,13081.13,0.18,197.2,14.7
Porsche,911,Male,71,Indonesia,Bogorame,Purple,FALSE,27/08/2012,82963.31,2408.17,0.06,212.5,10.3
Chevrolet,Camaro,Male,36,Poland,Grodków,Violet,TRUE,05/08/2019,49322.95,29455.99,0.17,125.1,12.8
Buick,Enclave,Male,42,China,Maying,Crimson,FALSE,21/08/2004,68884.45,12274.78,0.09,159.8,12
Mercury,Cougar,Male,68,China,Wudan,Mauv,TRUE,27/04/2011,43396.21,38427.15,0.1,222.3,9.3
Buick,Regal,Male,32,Portugal,Celorico de Basto,Red,TRUE,22/08/2002,50104.87,20696.95,0.01,147.3,12.4
Mitsubishi,Diamante,Female,74,Japan,Mutsu,Aquamarine,TRUE,16/01/2005,28612.05,9183.86,0.04,129.4,9.1
Toyota,Solara,Male,38,Philippines,Kawayan,Turquoise,FALSE,24/11/2008,11725.01,24935.96,0.07,138.7,6.3
Ford,F-Series,Female,64,Saudi Arabia,Al Jarādīyah,Goldenrod,FALSE,26/12/2008,93483.81,16350.58,0.04,137,10.9
Mercury,Cougar,Male,37,Mexico,Plan de Ayala,Orange,TRUE,11/02/2016,73144.55,49129.15,0.17,246.5,9
Subaru,Legacy,Female,27,China,Shimeitang,Orange,TRUE,31/12/2012,97381.89,25858.65,0.22,201.9,8.4
Ferrari,430 Scuderia,Female,57,Indonesia,Kutampi,Mauv,TRUE,25/07/2020,89772.67,26748.82,0.18,160.6,7.3
Chevrolet,Avalanche 2500,Male,54,China,Jimo,Pink,FALSE,03/07/2013,82165.36,9772.86,0.11,144.3,9.8
Cadillac,SRX,Female,61,France,Perpignan,Blue,FALSE,13/07/2012,99334.92,16668.56,0.2,216.7,9.6
Honda,Odyssey,Female,73,China,Datangzhuang,Orange,TRUE,07/11/2008,50421.65,25116.68,0.14,154.4,11
Honda,Insight,Female,35,Uzbekistan,Yaypan,Yellow,TRUE,26/09/2011,30759.97,10834,0.23,131.3,10.1
Chevrolet,Express 1500,Female,47,Poland,Jeziorany,Orange,TRUE,20/09/2009,34851.93,28226.25,0.13,128.4,5.2
GMC,Yukon,Male,25,China,Maquanzhen,Red,TRUE,03/02/2019,60653.54,9950.74,0.19,209.2,13.3
Volkswagen,Jetta III,Female,73,Russia,Krasnoyarka,Blue,FALSE,10/05/2014,99997.65,31601.95,0.06,204.9,12.6
Honda,Accord,Female,58,China,Sanjiang,Red,FALSE,11/11/2005,55119.25,5941.38,0.02,212.3,12.8
Subaru,Impreza,Male,68,Canada,Penticton,Red,TRUE,30/08/2010,66419.82,36115.42,0.24,132.1,8.8
Kia,Optima,Female,75,Ukraine,Verkhnya Rozhanka,Pink,TRUE,04/06/2003,30953.98,49056.2,0.06,158.9,4.8
Dodge,Dakota,Male,39,Bosnia and Herzegovina,Potoci,Khaki,TRUE,19/03/2007,33977.01,14304.81,0.09,150.4,4.8
Jeep,Grand Cherokee,Male,52,Russia,Kozhva,Mauv,TRUE,10/11/2017,36276.09,15518.51,0.04,191.2,9.4
GMC,3500 Club Coupe,Male,39,Indonesia,Krajan Caluk,Goldenrod,FALSE,31/10/2013,58846.55,2105.69,0.09,214.9,7.5
Audi,S6,Female,40,Russia,Ryazhsk,Aquamarine,FALSE,22/03/2002,71362.89,5053.16,0.08,130.3,3.4
Pontiac,Grand Am,Female,29,Australia,Sydney,Yellow,FALSE,23/11/2020,49104.92,5684.51,0.06,121.1,3.5
Pontiac,Grand Prix,Male,30,Thailand,Kalasin,Orange,TRUE,18/09/2011,20839.32,42069.67,0.11,214.7,9.2
Volkswagen,Jetta,Male,24,Canada,Watrous,Green,TRUE,13/03/2018,66810.23,33865.48,0.11,214.4,9.2
Mercedes-Benz,600SEL,Female,67,Japan,Watari,Red,TRUE,10/07/2005,47222.67,29477.83,0.02,122.8,5.3
Mazda,MX-5,Female,40,China,Raoyang,Goldenrod,TRUE,02/04/2006,22564.25,42033.93,0.23,168.6,6.6
Ford,Thunderbird,Male,71,Russia,Pyatigorsk,Orange,TRUE,16/10/2020,46688.89,3558.75,0.02,127.3,6.1
Mercury,Cougar,Female,58,China,Qiting,Yellow,TRUE,22/03/2018,12279.37,19820.05,0.15,170.1,10.8
Mitsubishi,Eclipse,Female,57,Indonesia,Jati,Green,FALSE,27/03/2019,71633.15,10199.67,0.03,170.4,3.6
Nissan,Rogue,Male,22,Macedonia,Марино,Yellow,FALSE,25/06/2012,40679.28,48868.03,0.1,161.3,12.7
Suzuki,Grand Vitara,Female,67,Vietnam,Bắc Ninh,Khaki,FALSE,01/03/2020,76823.8,37405.75,0.1,189.1,13.1
BMW,6 Series,Female,48,China,Pengjia Zhaizi,Red,FALSE,31/01/2013,48091.23,34984.55,0.2,136.4,8.9
Isuzu,Space,Male,30,China,Duqiao,Maroon,TRUE,01/07/2020,71398.49,26659.31,0.15,168.5,8.1
Maybach,62,Male,35,China,Yunxian Chengguanzhen,Fuscia,TRUE,06/09/2011,53974.77,15704.03,0.12,126.7,10.2
Pontiac,Bonneville,Female,44,Colombia,Quibdó,Green,TRUE,02/12/2016,96369.53,24465.34,0.11,137.8,6.6
Volkswagen,Type 2,Male,27,Indonesia,Desa Margaluyu,Fuscia,FALSE,23/06/2005,22814.75,47218.75,0.08,164.4,14.5
Lotus,Exige,Female,22,Indonesia,Ntonggu,Turquoise,FALSE,16/02/2010,78828.17,22892.03,0.05,222.3,10.2
Pontiac,Grand Prix Turbo,Male,57,Russia,Gornyye Klyuchi,Indigo,FALSE,27/09/2003,75585.94,18618.38,0.16,219.7,10.3
Porsche,Panamera,Female,49,France,Paris 11,Pink,TRUE,29/12/2009,85227.94,29411.52,0.23,241.4,10.8
